age,kindCd,neuterYn,processState,sexCd,weight,noticeSdt,noticeEdt,noticeDays,age2
2013,프렌치 불독,U,1,F,5,2019-12-27,2020-01-06,10,7
2018,웰시 코기 펨브로크,N,1,M,8,2019-12-27,2020-01-06,10,2
2019,믹스견,N,1,M,4.3,2019-12-27,2020-01-06,10,1
2014,포메라니안,N,1,F,3,2019-12-27,2020-01-06,10,6
2014,믹스견,N,1,M,3,2019-12-27,2020-01-06,10,6
2016,푸들,U,1,M,3,2019-12-27,2020-01-06,10,4
2016,푸들,U,0,M,3,2019-12-27,2020-01-06,10,4
2018,믹스견,U,0,M,5,2019-12-27,2020-01-06,10,2
2015,믹스견,N,0,F,6,2019-12-27,2020-01-06,10,5
2019,믹스견,N,0,M,2,2019-12-27,2020-01-06,10,1
2013,믹스견,U,0,F,6,2019-12-27,2020-01-06,10,7
2012,믹스견,U,0,F,6,2019-12-27,2020-01-06,10,8
2017,보더 콜리,N,0,M,18,2019-12-27,2020-01-03,7,3
2018,믹스견,N,1,F,13,2019-12-27,2020-01-03,7,2
2019,믹스견,N,0,M,5.9,2019-12-27,2020-01-03,7,1
2015,믹스견,N,0,M,5.3,2019-12-27,2020-01-03,7,5
2015,믹스견,N,0,F,5.6,2019-12-27,2020-01-03,7,5
2018,믹스견,N,0,F,15,2019-12-27,2020-01-06,10,2
2018,말티즈,Y,1,M,3,2019-12-27,2020-01-06,10,2
2019,푸들,Y,1,M,7,2019-12-27,2020-01-06,10,1
2019,믹스견,U,1,F,4,2019-12-27,2020-01-06,10,1
2017,푸들,N,1,M,4.5,2019-12-27,2020-01-06,10,3
2019,믹스견,N,1,M,6,2019-12-27,2020-01-06,10,1
2017,포메라니안,Y,1,M,2.3,2019-12-27,2020-01-06,10,3
2019,믹스견,N,0,F,6,2019-12-27,2020-01-06,10,1
2016,말티즈,N,1,F,3,2019-12-27,2020-01-06,10,4
2019,믹스견,N,0,M,4.77,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,F,4.76,2019-12-27,2020-01-06,10,1
2017,믹스견,U,0,F,15,2019-12-27,2020-01-06,10,3
2019,믹스견,N,1,M,3,2019-12-27,2020-01-06,10,1
2013,포메라니안,N,1,M,5.5,2019-12-27,2020-01-06,10,7
2016,믹스견,N,1,M,8.5,2019-12-27,2020-01-06,10,4
2019,스피츠,N,1,M,6,2019-12-27,2020-01-07,11,1
2018,믹스견,U,1,F,20,2019-12-27,2020-01-06,10,2
2019,진도견,U,1,F,4,2019-12-27,2020-01-06,10,1
2018,진도견,U,1,M,16,2019-12-27,2020-01-06,10,2
2014,푸들,U,1,F,3.6,2019-12-27,2020-01-06,10,6
2018,믹스견,U,1,F,3.7,2019-12-27,2020-01-06,10,2
2017,믹스견,N,0,M,15,2019-12-27,2020-01-06,10,3
2018,푸들,U,0,F,5.1,2019-12-27,2020-01-06,10,2
2009,말티즈,N,0,M,3.2,2019-12-27,2020-01-06,10,11
2019,믹스견,U,0,F,8,2019-12-27,2020-01-06,10,1
2019,믹스견,U,0,F,8,2019-12-27,2020-01-06,10,1
2014,포메라니안,U,1,F,8.5,2019-12-27,2020-01-06,10,6
2014,포메라니안,N,1,M,3,2019-12-27,2020-01-06,10,6
2019,믹스견,U,1,M,4,2019-12-27,2020-01-06,10,1
2017,믹스견,U,0,F,17,2019-12-27,2020-01-06,10,3
2019,믹스견,N,1,F,13.5,2019-12-27,2020-01-06,10,1
2019,푸들,U,1,F,4.6,2019-12-27,2020-01-06,10,1
2016,포메라니안,N,1,M,3.5,2019-12-27,2020-01-06,10,4
2019,믹스견,N,0,F,1,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,M,3.6,2019-12-27,2020-01-06,10,1
2018,믹스견,N,0,F,11.48,2020-01-20,2020-01-30,10,2
2019,믹스견,N,0,M,5,2020-01-02,2020-01-13,11,1
2018,진도견,N,0,F,17,2020-01-02,2020-01-16,14,2
2020,믹스견,N,0,M,4,2020-01-02,2020-01-16,14,0
2019,믹스견,N,0,M,5,2020-01-01,2020-01-11,10,1
2015,믹스견,U,0,M,8,2019-12-31,2020-01-10,10,5
2017,믹스견,U,0,F,3,2019-12-30,2020-01-06,7,3
2018,믹스견,U,0,F,6,2019-12-29,2020-01-08,10,2
2018,믹스견,U,0,F,19.8,2019-12-27,2020-01-06,10,2
2019,믹스견,N,0,M,2,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,M,2.7,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,M,2.5,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,M,5.2,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,F,5.7,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,F,5.2,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,M,5.1,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,M,5.2,2019-12-27,2020-01-06,10,1
2018,믹스견,U,0,M,22,2019-12-27,2020-01-06,10,2
2019,믹스견,N,0,F,13,2019-12-27,2020-01-06,10,1
2018,믹스견,N,0,F,11,2019-12-27,2020-01-06,10,2
2018,믹스견,U,0,M,17,2019-12-27,2020-01-06,10,2
2018,아이리쉬 세터,U,1,M,18,2019-12-27,2020-01-06,10,2
2019,믹스견,N,0,M,8.1,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,F,1.8,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,F,2.3,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,F,2.1,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,F,2.2,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,M,2,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,M,2.1,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,M,1.3,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,F,10.6,2019-12-27,2020-01-06,10,1
2019,믹스견,U,1,M,10,2019-12-27,2020-01-06,10,1
2018,믹스견,N,1,M,15,2019-12-27,2020-01-06,10,2
2018,시베리안 허스키,N,1,M,18,2019-12-27,2020-01-06,10,2
2018,믹스견,U,1,M,7,2019-12-27,2020-01-06,10,2
2015,믹스견,N,1,M,7,2019-12-27,2020-01-06,10,5
2019,웰시 코기 펨브로크,N,1,F,8,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,F,3,2019-12-27,2020-01-06,10,1
2019,믹스견,U,0,M,1,2019-12-27,2020-01-06,10,1
2019,믹스견,U,0,F,1,2019-12-27,2020-01-06,10,1
2019,믹스견,U,0,F,1,2019-12-27,2020-01-06,10,1
2019,믹스견,U,0,F,1,2019-12-27,2020-01-06,10,1
2019,믹스견,U,0,M,1,2019-12-27,2020-01-06,10,1
2019,믹스견,U,0,F,1,2019-12-27,2020-01-06,10,1
2019,믹스견,U,0,M,1,2019-12-27,2020-01-06,10,1
2012,진도견,N,0,M,25,2019-12-27,2020-01-06,10,8
2011,믹스견,U,0,F,5.3,2019-12-27,2020-01-06,10,9
2014,믹스견,U,0,F,5.4,2019-12-27,2020-01-06,10,6
2018,믹스견,N,0,M,7.2,2019-12-27,2020-01-06,10,2
2016,믹스견,N,1,M,4.4,2019-12-27,2020-01-06,10,4
2016,라브라도 리트리버,U,0,M,25,2019-12-27,2020-01-06,10,4
2017,믹스견,N,0,M,11.27,2019-12-27,2020-01-06,10,3
2019,믹스견,N,0,M,9.25,2019-12-27,2020-01-06,10,1
2018,믹스견,N,0,M,20,2019-12-27,2020-01-06,10,2
2016,믹스견,N,0,M,34,2019-12-27,2020-01-06,10,4
2016,믹스견,Y,1,M,11,2019-12-27,2020-01-06,10,4
2009,치와와,Y,0,M,4.4,2019-12-27,2020-01-06,10,11
2019,요크셔 테리어,N,1,M,2.1,2019-12-27,2020-01-03,7,1
2019,믹스견,U,0,M,4.5,2019-12-27,2020-01-06,10,1
2019,믹스견,U,0,F,6,2019-12-27,2020-01-06,10,1
2019,푸들,N,1,F,2,2019-12-27,2020-01-06,10,1
2016,믹스견,N,0,M,8.2,2019-12-27,2020-01-06,10,4
2016,시츄,Y,1,M,3.6,2019-12-27,2020-01-06,10,4
2019,믹스견,U,0,F,3.4,2019-12-27,2020-01-06,10,1
2019,믹스견,U,0,F,6.7,2019-12-27,2020-01-06,10,1
2018,믹스견,N,0,M,5.8,2019-12-27,2020-01-06,10,2
2009,미니어쳐 핀셔,N,0,M,2.3,2019-12-27,2020-01-06,10,11
2018,믹스견,U,1,M,4.5,2019-12-26,2020-01-06,11,2
2018,페키니즈,Y,1,M,4.2,2019-12-26,2020-01-06,11,2
2019,믹스견,N,1,F,1.7,2019-12-26,2020-01-06,11,1
2019,믹스견,N,1,M,1.6,2019-12-26,2020-01-06,11,1
2006,치와와,N,0,F,2,2019-12-26,2020-01-06,11,14
2019,믹스견,U,1,Q,6,2019-12-26,2020-01-06,11,1
2019,믹스견,U,1,Q,4.5,2019-12-26,2020-01-06,11,1
2019,믹스견,N,0,F,8,2019-12-26,2020-01-06,11,1
2019,믹스견,U,1,M,4,2019-12-26,2020-01-06,11,1
2019,믹스견,U,1,M,4,2019-12-26,2020-01-06,11,1
2014,믹스견,U,1,F,13,2019-12-26,2020-01-06,11,6
2019,믹스견,U,1,F,4,2019-12-26,2020-01-06,11,1
2019,믹스견,N,1,F,3.5,2019-12-26,2020-01-06,11,1
2017,믹스견,N,0,F,22,2019-12-26,2020-01-06,11,3
2019,믹스견,N,1,M,0.5,2019-12-26,2020-01-06,11,1
2016,믹스견,N,0,F,7,2019-12-26,2020-01-06,11,4
2016,믹스견,N,0,M,10,2019-12-26,2020-01-06,11,4
2016,믹스견,N,0,M,15,2019-12-26,2020-01-06,11,4
2012,믹스견,N,0,M,20,2019-12-26,2020-01-06,11,8
2019,믹스견,N,0,M,3.5,2019-12-26,2020-01-09,14,1
2019,믹스견,U,1,F,2.5,2019-12-26,2020-01-06,11,1
2019,믹스견,U,1,M,2.5,2019-12-26,2020-01-06,11,1
2019,믹스견,U,1,M,2.5,2019-12-26,2020-01-06,11,1
2017,푸들,Y,1,M,7,2019-12-26,2020-01-06,11,3
2017,말티즈,N,1,M,3.2,2019-12-26,2020-01-06,11,3
2016,진도견,U,0,M,20,2019-12-26,2020-01-06,11,4
2017,진도견,N,0,M,20,2019-12-26,2020-01-02,7,3
2017,골든 리트리버,N,0,F,20,2019-12-26,2020-01-02,7,3
2019,진도견,N,0,F,3,2019-12-26,2020-01-02,7,1
2019,진도견,N,0,F,3,2019-12-26,2020-01-02,7,1
2019,진도견,N,0,F,3,2019-12-26,2020-01-02,7,1
2019,진도견,N,0,F,3,2019-12-26,2020-01-02,7,1
2017,진도견,N,1,M,14,2019-12-26,2020-01-02,7,3
2019,믹스견,N,0,F,2,2019-12-26,2020-01-06,11,1
2018,믹스견,N,0,F,3,2019-12-26,2020-01-06,11,2
2019,믹스견,N,1,M,1,2019-12-26,2020-01-06,11,1
2018,프렌치 불독,N,1,F,4,2019-12-26,2020-01-06,11,2
2015,핏불테리어,N,1,F,12,2019-12-26,2020-01-06,11,5
2017,코카 스파니엘,N,0,M,7,2019-12-26,2020-01-06,11,3
2018,믹스견,N,0,M,4,2019-12-26,2020-01-06,11,2
2019,믹스견,N,0,M,7,2019-12-26,2020-01-06,11,1
2016,믹스견,N,0,F,12,2019-12-26,2020-01-06,11,4
2016,진도견,N,0,M,15,2019-12-26,2020-01-06,11,4
2018,포메라니안,N,1,M,5,2019-12-26,2020-01-06,11,2
2018,스피츠,N,0,M,5,2019-12-26,2020-01-06,11,2
2018,믹스견,U,1,F,11.5,2019-12-26,2020-01-06,11,2
2017,믹스견,U,0,M,17.5,2019-12-26,2020-01-06,11,3
2016,웰시 코기 카디건,U,1,M,15,2019-12-26,2020-01-02,7,4
2016,믹스견,U,0,F,9,2019-12-26,2020-01-06,11,4
2017,믹스견,U,0,M,3,2019-12-26,2020-01-06,11,3
2017,진도견,N,1,M,15,2019-12-26,2020-01-06,11,3
2018,믹스견,N,0,M,11.32,2019-12-26,2020-01-06,11,2
2018,믹스견,U,0,F,15.75,2019-12-26,2020-01-06,11,2
2017,믹스견,N,0,M,7.83,2019-12-26,2020-01-06,11,3
2017,말티즈,N,1,M,3.58,2019-12-26,2020-01-06,11,3
2018,믹스견,N,0,F,13,2019-12-26,2020-01-06,11,2
2009,믹스견,N,0,F,10,2019-12-26,2020-01-06,11,11
2012,말티즈,U,0,F,4.6,2019-12-26,2020-01-07,12,8
2011,푸들,N,0,M,4,2019-12-26,2020-01-06,11,9
2016,믹스견,N,1,M,7,2019-12-26,2020-01-06,11,4
2018,믹스견,N,1,M,8,2019-12-26,2020-01-06,11,2
2019,믹스견,N,0,F,2.4,2019-12-26,2020-01-06,11,1
2016,믹스견,N,1,F,6.5,2019-12-26,2020-01-06,11,4
2019,믹스견,N,1,F,7.2,2019-12-26,2020-01-06,11,1
2014,말티즈,N,1,M,3.7,2019-12-26,2020-01-06,11,6
2018,믹스견,Y,1,F,4.9,2019-12-26,2020-01-06,11,2
2017,믹스견,Y,1,M,7.2,2019-12-26,2020-01-06,11,3
2018,믹스견,Y,1,F,8.2,2019-12-26,2020-01-06,11,2
2018,퍼그,N,1,M,5.4,2019-12-26,2020-01-06,11,2
2018,시츄,U,1,F,3.2,2019-12-26,2020-01-02,7,2
2019,믹스견,N,1,M,1.5,2019-12-26,2020-01-06,11,1
2019,믹스견,N,1,M,1.3,2019-12-26,2020-01-06,11,1
2019,믹스견,N,1,F,1,2019-12-26,2020-01-06,11,1
2019,믹스견,N,1,M,1.3,2019-12-26,2020-01-06,11,1
2019,믹스견,N,1,F,1.5,2019-12-26,2020-01-06,11,1
2019,믹스견,N,1,M,1.7,2019-12-26,2020-01-06,11,1
2018,포메라니안,Y,1,M,3,2019-12-26,2020-01-06,11,2
2016,믹스견,U,0,M,8,2019-12-26,2020-01-06,11,4
2015,믹스견,U,0,F,10,2019-12-26,2020-01-06,11,5
2013,말티즈,U,1,F,3.5,2019-12-26,2020-01-06,11,7
2019,믹스견,U,1,F,2.5,2019-12-26,2020-01-06,11,1
2019,믹스견,N,0,F,1.8,2019-12-26,2020-01-06,11,1
2019,믹스견,N,1,M,2.3,2019-12-26,2020-01-06,11,1
2019,믹스견,N,1,M,2.1,2019-12-26,2020-01-06,11,1
2018,라브라도 리트리버,N,1,M,27,2019-12-26,2020-01-06,11,2
2014,불독,U,0,F,20,2019-12-26,2020-01-06,11,6
2019,믹스견,N,0,M,1.24,2019-12-26,2020-01-06,11,1
2019,믹스견,N,0,M,1.66,2019-12-26,2020-01-06,11,1
2019,믹스견,N,0,F,1.48,2019-12-26,2020-01-06,11,1
2019,믹스견,N,0,M,1.83,2019-12-26,2020-01-06,11,1
2014,믹스견,N,0,F,2.54,2019-12-26,2020-01-06,11,6
2019,웰시 코기 펨브로크,N,1,M,4.5,2019-12-26,2020-01-06,11,1
2019,포메라니안,N,1,M,3.4,2019-12-26,2020-01-06,11,1
2017,믹스견,N,0,M,21.32,2020-01-20,2020-01-30,10,3
2020,믹스견,N,1,M,2.52,2020-01-20,2020-01-30,10,0
2020,믹스견,N,1,M,2.32,2020-01-20,2020-01-30,10,0
2017,말티즈,U,1,F,3.7,2019-12-27,2020-01-03,7,3
2016,믹스견,U,0,F,4,2019-12-27,2020-01-06,10,4
2012,푸들,U,0,F,3.5,2019-12-27,2020-01-06,10,8
2012,말티즈,U,1,M,4,2019-12-26,2020-01-06,11,8
2019,믹스견,U,0,F,2,2019-12-26,2020-01-06,11,1
2014,믹스견,U,0,M,7,2019-12-26,2020-01-06,11,6
2015,믹스견,U,0,F,9,2019-12-26,2020-01-06,11,5
2015,믹스견,U,0,F,6,2019-12-26,2020-01-06,11,5
2016,믹스견,N,0,F,6,2019-12-26,2020-01-06,11,4
2016,저먼 포인터,N,1,M,23,2019-12-26,2020-01-06,11,4
2019,믹스견,N,1,M,1.9,2019-12-26,2020-01-06,11,1
2016,믹스견,N,1,M,30,2019-12-26,2020-01-06,11,4
2019,믹스견,N,1,M,1.2,2019-12-26,2020-01-06,11,1
2014,시츄,N,1,F,4,2019-12-26,2020-01-06,11,6
2014,말티즈,Y,1,M,5,2019-12-26,2020-01-06,11,6
2019,진도견,U,0,M,12.5,2019-12-26,2020-01-06,11,1
2018,포메라니안,N,1,M,3.4,2019-12-26,2020-01-06,11,2
2018,포메라니안,N,0,M,6.9,2019-12-26,2020-01-06,11,2
2014,푸들,N,1,M,5.3,2019-12-26,2020-01-02,7,6
2016,진도견,N,0,M,19,2019-12-26,2020-01-06,11,4
2019,믹스견,U,0,F,2.4,2019-12-26,2020-01-06,11,1
2019,믹스견,N,0,M,3.2,2019-12-26,2020-01-06,11,1
2018,믹스견,U,0,F,4,2019-12-25,2020-01-06,12,2
2019,믹스견,N,0,Q,12,2019-12-25,2020-01-06,12,1
2015,믹스견,N,0,M,4,2019-12-25,2020-01-06,12,5
2016,믹스견,N,0,F,4,2019-12-25,2020-01-06,12,4
2018,믹스견,N,0,M,7,2019-12-25,2020-01-02,8,2
2017,믹스견,N,1,F,6,2019-12-25,2020-01-06,12,3
2019,믹스견,N,1,M,0.6,2019-12-25,2020-01-06,12,1
2019,믹스견,N,1,F,0.5,2019-12-25,2020-01-06,12,1
2019,믹스견,N,1,F,0.5,2019-12-25,2020-01-06,12,1
2017,믹스견,N,0,F,5,2019-12-25,2020-01-06,12,3
2019,믹스견,N,0,M,3,2019-12-25,2020-01-06,12,1
2019,믹스견,N,1,M,3,2019-12-25,2020-01-06,12,1
2017,믹스견,N,0,F,8.5,2019-12-25,2020-01-03,9,3
2017,믹스견,N,1,F,16,2019-12-25,2020-01-03,9,3
2019,믹스견,N,1,F,1.2,2019-12-25,2020-01-03,9,1
2011,믹스견,N,1,F,6,2019-12-25,2020-01-03,9,9
2018,웰시 코기 펨브로크,N,1,M,9,2019-12-25,2020-01-03,9,2
2016,믹스견,N,0,M,8,2019-12-25,2020-01-06,12,4
2017,믹스견,U,0,F,9,2019-12-25,2020-01-04,10,3
2012,믹스견,N,0,M,4.56,2019-12-25,2020-01-03,9,8
2015,진도견,N,0,M,20,2019-12-25,2020-01-06,12,5
2019,믹스견,N,1,M,3.1,2019-12-25,2020-01-06,12,1
2017,포메라니안,N,1,M,3.3,2019-12-25,2020-01-06,12,3
2019,믹스견,N,1,M,4,2019-12-25,2020-01-06,12,1
2013,푸들,U,1,F,6.5,2019-12-25,2020-01-06,12,7
2019,믹스견,N,1,F,3.5,2019-12-25,2020-01-06,12,1
2019,믹스견,N,0,F,18,2020-01-02,2020-01-16,14,1
2019,말티즈,N,1,M,2.4,2019-12-31,2020-01-10,10,1
2018,믹스견,U,1,F,10,2019-12-30,2020-01-09,10,2
2016,믹스견,N,0,F,12,2019-12-27,2020-01-06,10,4
2019,믹스견,N,0,F,1,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,F,1,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,F,1,2019-12-27,2020-01-06,10,1
2019,믹스견,U,0,F,1,2019-12-27,2020-01-06,10,1
2016,믹스견,N,0,F,7,2019-12-27,2020-01-06,10,4
2013,믹스견,U,1,M,16,2019-12-27,2020-01-06,10,7
2018,셰퍼드,N,1,F,30,2019-12-27,2020-01-06,10,2
2017,푸들,U,1,F,3.8,2019-12-27,2020-01-06,10,3
2014,푸들,N,0,M,4.5,2019-12-27,2020-01-06,10,6
2011,푸들,U,1,F,5.2,2019-12-26,2020-01-06,11,9
2016,믹스견,U,0,M,2,2019-12-26,2020-01-06,11,4
2019,믹스견,N,0,M,9.2,2019-12-26,2020-01-06,11,1
2019,믹스견,N,0,M,9.3,2019-12-26,2020-01-06,11,1
2019,믹스견,N,0,M,11,2019-12-26,2020-01-06,11,1
2016,믹스견,U,0,F,12,2019-12-26,2020-01-06,11,4
2018,믹스견,U,0,F,10,2019-12-26,2020-01-06,11,2
2018,믹스견,N,0,F,7,2019-12-26,2020-01-06,11,2
2018,믹스견,N,0,M,7,2019-12-26,2020-01-06,11,2
2009,푸들,N,0,M,4,2019-12-26,2020-01-06,11,11
2019,믹스견,N,0,M,5.4,2019-12-26,2020-01-06,11,1
2019,믹스견,U,0,F,5.7,2019-12-26,2020-01-06,11,1
2019,믹스견,U,0,F,5.4,2019-12-26,2020-01-06,11,1
2018,믹스견,U,0,F,10.8,2019-12-26,2020-01-06,11,2
2019,믹스견,U,1,F,2.6,2019-12-26,2020-01-06,11,1
2016,믹스견,U,0,F,16,2019-12-26,2020-01-06,11,4
2019,믹스견,U,0,F,3.7,2019-12-26,2020-01-06,11,1
2019,믹스견,U,0,F,3.4,2019-12-26,2020-01-06,11,1
2019,믹스견,N,0,M,3.6,2019-12-26,2020-01-06,11,1
2019,믹스견,N,0,M,4.4,2019-12-26,2020-01-06,11,1
2018,믹스견,N,0,F,10,2019-12-26,2020-01-06,11,2
2013,요크셔 테리어,U,1,F,2.2,2019-12-26,2020-01-06,11,7
2011,푸들,U,0,F,4.1,2019-12-26,2020-01-06,11,9
2019,믹스견,N,1,M,2.5,2019-12-26,2020-01-06,11,1
2019,믹스견,N,0,M,5.3,2019-12-26,2020-01-06,11,1
2017,믹스견,N,0,M,11,2019-12-26,2020-01-06,11,3
2017,믹스견,U,0,F,10.2,2019-12-26,2020-01-06,11,3
2019,믹스견,U,0,F,7.3,2019-12-26,2020-01-06,11,1
2009,비숑 프리제,N,1,M,4.2,2019-12-26,2020-01-06,11,11
2017,믹스견,U,0,F,5.8,2019-12-26,2020-01-06,11,3
2018,믹스견,N,0,M,9.3,2019-12-26,2020-01-06,11,2
2019,믹스견,N,0,M,1,2019-12-26,2020-01-06,11,1
2019,믹스견,N,1,M,1,2019-12-25,2020-01-06,12,1
2017,진도견,N,0,M,15.66,2019-12-25,2020-01-03,9,3
2019,믹스견,N,0,F,3.85,2019-12-25,2020-01-03,9,1
2019,믹스견,U,0,F,3.84,2019-12-25,2020-01-03,9,1
2019,믹스견,N,0,F,3.82,2019-12-25,2020-01-03,9,1
2019,믹스견,N,0,M,3.82,2019-12-25,2020-01-03,9,1
2016,믹스견,N,0,F,6.54,2019-12-25,2020-01-03,9,4
2017,믹스견,N,0,M,11.36,2019-12-25,2020-01-03,9,3
2017,믹스견,N,0,F,4.76,2019-12-25,2020-01-03,9,3
2016,믹스견,U,0,Q,15,2019-12-25,2020-01-06,12,4
2019,믹스견,N,1,F,2,2019-12-25,2020-01-06,12,1
2018,믹스견,N,0,F,6,2019-12-24,2020-01-03,10,2
2017,믹스견,N,0,M,5,2019-12-24,2020-01-03,10,3
2017,믹스견,N,0,M,6,2019-12-24,2020-01-03,10,3
2018,믹스견,N,0,F,8,2019-12-24,2020-01-03,10,2
2017,믹스견,N,0,M,8,2019-12-24,2020-01-03,10,3
2017,믹스견,U,0,F,8,2019-12-24,2020-01-03,10,3
2018,믹스견,U,0,M,5,2019-12-24,2020-01-03,10,2
2017,믹스견,U,0,F,10,2019-12-24,2020-01-03,10,3
2016,믹스견,U,1,F,15,2019-12-24,2020-01-03,10,4
2017,믹스견,U,0,F,10,2019-12-24,2020-01-03,10,3
2016,믹스견,U,0,F,10,2019-12-24,2020-01-03,10,4
2018,보스턴 테리어,U,0,F,8,2019-12-24,2020-01-03,10,2
2019,믹스견,N,1,F,0.8,2019-12-24,2020-01-03,10,1
2019,믹스견,N,1,F,1,2019-12-24,2020-01-03,10,1
2019,믹스견,N,1,M,1.2,2019-12-24,2020-01-03,10,1
2019,믹스견,N,1,M,0.8,2019-12-24,2020-01-03,10,1
2009,푸들,N,1,M,3.5,2019-12-24,2020-01-03,10,11
2019,믹스견,N,1,M,0.8,2019-12-24,2020-01-03,10,1
2019,믹스견,N,1,F,0.6,2019-12-24,2020-01-03,10,1
2016,진도견,N,1,M,18,2019-12-24,2020-01-03,10,4
2014,믹스견,N,0,M,10,2019-12-24,2020-01-03,10,6
2019,믹스견,N,0,F,5,2019-12-24,2020-01-03,10,1
2016,믹스견,N,0,M,25,2019-12-24,2020-01-03,10,4
2019,믹스견,N,0,M,4.5,2019-12-24,2020-01-07,14,1
2016,라브라도 리트리버,N,0,M,30,2019-12-24,2020-01-07,14,4
2016,말티즈,U,1,M,7,2019-12-24,2020-01-03,10,4
2017,믹스견,N,0,F,6,2019-12-24,2020-01-02,9,3
2019,믹스견,N,1,F,0.4,2019-12-24,2020-01-02,9,1
2019,믹스견,N,1,F,0.4,2019-12-24,2020-01-02,9,1
2019,믹스견,N,1,M,0.8,2019-12-24,2020-01-02,9,1
2014,말티즈,Y,1,M,3,2019-12-24,2020-01-02,9,6
2018,진도견,U,1,F,6,2019-12-24,2020-01-03,10,2
2019,진도견,U,0,M,4,2019-12-24,2020-01-03,10,1
2017,진도견,U,1,M,10,2019-12-24,2020-01-03,10,3
2019,믹스견,U,0,M,0.2,2019-12-24,2020-01-03,10,1
2019,믹스견,U,0,M,0.2,2019-12-24,2020-01-03,10,1
2019,믹스견,U,0,F,0.2,2019-12-24,2020-01-03,10,1
2019,믹스견,N,0,M,0.2,2019-12-24,2020-01-03,10,1
2018,믹스견,U,0,F,2,2019-12-24,2020-01-03,10,2
2019,믹스견,N,0,M,1,2019-12-24,2020-01-03,10,1
2019,믹스견,N,0,F,0.7,2019-12-24,2020-01-03,10,1
2014,골든 리트리버,N,1,F,40,2019-12-24,2020-01-02,9,6
2017,믹스견,N,0,M,13,2019-12-24,2020-01-03,10,3
2019,웰시 코기 펨브로크,N,1,M,8.4,2019-12-24,2020-01-03,10,1
2019,믹스견,N,0,M,7,2019-12-24,2020-01-03,10,1
2019,믹스견,N,0,F,7,2019-12-24,2020-01-03,10,1
2018,웰시 코기 펨브로크,N,1,M,7,2019-12-24,2020-01-03,10,2
2018,포메라니안,N,1,M,2.5,2019-12-24,2020-01-03,10,2
2014,말티즈,N,0,M,5,2019-12-24,2020-01-02,9,6
2019,믹스견,N,0,F,2,2019-12-24,2020-01-02,9,1
2019,믹스견,N,0,M,2,2019-12-24,2020-01-02,9,1
2019,믹스견,N,0,M,2,2019-12-24,2020-01-02,9,1
2019,믹스견,U,1,F,0.5,2019-12-24,2020-01-03,10,1
2017,믹스견,N,1,M,9,2019-12-24,2020-01-03,10,3
2014,믹스견,N,1,F,3,2019-12-24,2020-01-03,10,6
2014,말티즈,N,1,F,3.5,2019-12-24,2020-01-04,11,6
2018,스피츠,U,1,M,2,2019-12-24,2020-01-03,10,2
2016,말티즈,Y,1,M,2.9,2019-12-24,2020-01-03,10,4
2016,믹스견,N,0,F,10.8,2019-12-24,2020-01-03,10,4
2016,푸들,U,1,M,5,2019-12-24,2020-01-03,10,4
2019,믹스견,N,1,M,5.6,2019-12-24,2020-01-03,10,1
2016,시츄,U,1,F,4.5,2019-12-24,2020-01-03,10,4
2019,믹스견,N,1,M,1,2019-12-24,2020-01-03,10,1
2019,믹스견,N,1,F,1,2019-12-24,2020-01-03,10,1
2019,믹스견,N,0,F,8.3,2019-12-24,2020-01-03,10,1
2019,믹스견,N,0,F,6.2,2019-12-24,2020-01-03,10,1
2019,믹스견,N,0,M,10,2019-12-24,2020-01-03,10,1
2019,믹스견,N,0,M,8.4,2019-12-24,2020-01-03,10,1
2018,믹스견,N,0,M,4,2019-12-24,2020-01-03,10,2
2019,믹스견,N,0,M,2,2019-12-24,2020-01-06,13,1
2019,믹스견,N,0,M,3.7,2019-12-24,2020-01-03,10,1
2019,믹스견,N,1,F,1,2019-12-24,2020-01-03,10,1
2019,믹스견,N,1,M,1.2,2019-12-24,2020-01-03,10,1
2019,믹스견,N,1,M,1.2,2019-12-24,2020-01-03,10,1
2018,믹스견,N,1,M,7,2019-12-24,2020-01-03,10,2
2013,말티즈,N,1,M,3,2019-12-24,2020-01-03,10,7
2018,페키니즈,N,1,F,5.2,2019-12-24,2020-01-03,10,2
